내용,종류,수준
무엇이든지,낱말,
미혹하리라,낱말,
바꾸겠느냐,낱말,
바리새인과,낱말,
바벨론으로,낱말,
바알세불을,낱말,
박사들에게,낱말,
박해하거든,낱말,
박해하리라,낱말,
받았느니라,낱말,
받으시오며,낱말,
받을지어다,낱말,
밝아진지라,낱말,
배척한지라,낱말,
백부장에게,낱말,
버리려거든,낱말,
버릴지라도,낱말,
번까지라도,낱말,
번쩍임같이,낱말,
범하나이까,낱말,
범하였도다,낱말,
베드로에게,낱말,
베들레헴과,낱말,
베들레헴아,낱말,
베풀거니와,낱말,
보거든읽는,낱말,
보았느니라,낱말,
보좌임이요,낱말,
뵈었나이까,낱말,
뵈옵느니라,낱말,
부스러기를,낱말,
부인하리라,낱말,
분이시니라,낱말,
붙잡으시며,낱말,
비유하건대,낱말,
비취었도다,낱말,
비치느니라,낱말,
빌라도에게,낱말,
빠뜨려지는,낱말,
빼앗기리라,낱말,
빼앗느니라,낱말,
뿌려졌다는,낱말,
사내아이를,낱말,
사람들에게,낱말,
사람들이랴,낱말,
사람에게는,낱말,
사람에게서,낱말,
사람으로는,낱말,
사람이기에,낱말,
사람이니라,낱말,
사랑하거나,낱말,
사환들에게,낱말,
산울타리로,낱말,
살아나리라,낱말,
살아나셨고,낱말,
살아났으니,낱말,
삼키는도다,낱말,
상속받으라,낱말,
상속하리라,낱말,
생각나거든,낱말,
생각하기를,낱말,
생각하느냐,낱말,
생겼나이까,낱말,
서기관들과,낱말,
서기관들을,낱말,
서기관들이,낱말,
서기관마다,낱말,
선생님이여,낱말,
선지자니라,낱말,
선지자들과,낱말,
선지자들도,낱말,
선지자들을,낱말,
선지자들의,낱말,
선지자들이,낱말,
선지자보다,낱말,
세상에서도,낱말,
세울지니라,낱말,
소동한지라,낱말,
손바닥으로,낱말,
솔로몬보다,낱말,
수종드니라,낱말,
수종들더라,낱말,
순종하는가,낱말,
스룹바벨은,낱말,
스룹바벨을,낱말,
스알디엘은,낱말,
스알디엘을,낱말,
시어머니와,낱말,
시작이니라,낱말,
시험하느냐,낱말,
식사하시는,낱말,
식어지리라,낱말,
신랑이로다,낱말,
신하들에게,낱말,
싫어하거늘,낱말,
심판하리라,낱말,
십자가에서,낱말,
아내에게서,낱말,
아니하거든,낱말,
아니하기를,낱말,
아니하나니,낱말,
아니하노라,낱말,
아니하느냐,낱말,
아니하니라,낱말,
아니하더니,낱말,
아니하더라,낱말,
아니하도다,낱말,
아니하리니,낱말,
아니하리라,낱말,
아니하므로,낱말,
아니하시니,낱말,
아니하시면,낱말,
아니하였고,낱말,
아니하였다,낱말,
아들들이요,낱말,
아들에게냐,낱말,
아들이어든,낱말,
아리마대의,낱말,
아무에게도,낱말,
아미나답은,낱말,
아미나답을,낱말,
아버지께서,낱말,
아브라함과,낱말,
아브라함의,낱말,
아브라함이,낱말,
아시나이까,낱말,
아시느니라,낱말,
아켈라오가,낱말,
악으로부터,낱말,
안수하시고,낱말,
앉으려니와,낱말,
앉으셨더니,낱말,
않겠나이다,낱말,
알았더라면,낱말,
알았으므로,낱말,
앎이었더라,낱말,
앗사리온에,낱말,
약속하거늘,낱말,
어두워지며,낱말,
어디로부터,낱말,
어디서든지,낱말,
어려우니라,낱말,
어린이들을,낱말,
어머니에게,낱말,
얻으리이까,낱말,
엉겅퀴에서,낱말,
엘르아살은,낱말,
엘르아살을,낱말,
엘리아김은,낱말,
엘리아김을,낱말,
여러가지를,낱말,
여리고에서,낱말,
여자들에게,낱말,
여호사밧은,낱말,
여호사밧을,낱말,
연하여지고,낱말,
염려하느냐,낱말,
염려함으로,낱말,
영광으로도,낱말,
영접하였고,낱말,
영접하지도,낱말,
영접함이니,낱말,
예레미야나,낱말,
예레미야를,낱말,
예루살렘과,낱말,
예루살렘아,낱말,
예루살렘에,낱말,
예루살렘이,낱말,
예수께서는,낱말,
오늘날까지,낱말,
오셨나이까,낱말,
오시나이까,낱말,
옥졸들에게,낱말,
온전하고자,낱말,
온전하심과,낱말,
올라가노니,낱말,
올라오실새,낱말,
옳으니이까,낱말,
요구하리요,낱말,
요한까지니,낱말,
원하나이다,낱말,
유월절이라,낱말,
유익하니라,낱말,
유익하리요,낱말,
유하시니라,낱말,
음부에까지,낱말,
의논하거늘,낱말,
의논하느냐,낱말,
이것들보다,낱말,
이러하니라,낱말,
이러하리라,낱말,
이루었으니,낱말,
이르기까지,낱말,
이르셨으되,낱말,
이방인들도,낱말,
이방인들이,낱말,
이스라엘의,낱말,
일곱째까지,낱말,
일렀느니라,낱말,
일어나겠고,낱말,
일어나리라,낱말,
일컫느니라,낱말,
임하시오며,낱말,
입으로부터,낱말,
입혔나이까,낱말,
입히시거든,낱말,
있겠사오며,낱말,
있겠음이라,낱말,
있었겠도다,낱말,
있었더라면,낱말,
있었으리라,낱말,
있으리로다,낱말,
있으리이까,낱말,
자들에게나,낱말,
자들에게는,낱말,
자에게라야,낱말,
자이심이라,낱말,
잡수시느냐,낱말,
장로들에게,낱말,
장애인이나,낱말,
재판관에게,낱말,
저물었으니,낱말,
전파되리니,낱말,
전파하시며,낱말,
정죄하리니,낱말,
젖먹이들의,낱말,
제구시까지,낱말,
제구시쯤에,낱말,
제사장들이,낱말,
제사장에게,낱말,
제십일시에,낱말,
제자들에게,낱말,
조상이라고,낱말,
존대하리라,낱말,
좋겠나이다,낱말,
주리신지라,낱말,
주인이니라,낱말,
죽겠나이다,낱말,
죽었나이다,낱말,
죽었느니라,낱말,
죽었사오나,낱말,
죽였느니라,낱말,
죽을지언정,낱말,
준비하기를,낱말,
준비하리라,낱말,
준비하였던,낱말,
줄지니이다,낱말,
중풍병으로,낱말,
중풍병자를,낱말,
즐거워하라,낱말,
증언하는지,낱말,
지경이더라,낱말,
지나가신다,낱말,
지시하심을,낱말,
집권자들이,낱말,
쫓아내느냐,낱말,
창세로부터,낱말,
채찍질하고,낱말,
채찍질하며,낱말,
책망하시되,낱말,
천국에서는,낱말,
천사들이니,낱말,
청지기에게,낱말,
축복하시고,낱말,
축사하시고,낱말,
취하였으니,낱말,
칭하였은즉,낱말,
타인에게냐,낱말,
태우시리라,낱말,
태웠나이다,낱말,
토기장이의,낱말,
통곡하니라,낱말,
팔리느니라,낱말,
퍼뜨리니라,낱말,
평안하기를,낱말,
폐하는도다,낱말,
피하겠느냐,낱말,
하겠나이다,낱말,
하나님이요,낱말,
하늘로부터,낱말,
하늘에까지,낱말,
하늘에서도,낱말,
하루살이는,낱말,
하셨나이다,낱말,
하시는지라,낱말,
하심이니라,낱말,
하심이더라,낱말,
하였나이까,낱말,
하였나이다,낱말,
하였느니라,낱말,
하였는지라,낱말,
하였으리라,낱말,
하였음이라,낱말,
하오리이까,낱말,
합당하니라,낱말,
해당하니라,낱말,
허비하느냐,낱말,
헤로디아의,낱말,
헤롯에게로,낱말,
헤아림으로,낱말,
혈루증으로,낱말,
형제들에게,낱말,
형제에게만,낱말,
황폐하여질,낱말,
회복하리라,낱말,
흔들리리라,낱말,
흩어지리라,낱말,
희어졌더라,낱말,
히스기야는,낱말,
히스기야를,낱말,
가시나무에서,낱말,
가야바에게로,낱말,
가지셨나이다,낱말,
간음함이니라,낱말,
갈릴리로부터,낱말,
감사하나이다,낱말,
강탈하겠느냐,낱말,
거절하였도다,낱말,
경고하셨으니,낱말,
경배하는도다,낱말,
구원하실지라,낱말,
구원하였으되,낱말,
구하시옵소서,낱말,
그러하오이다,낱말,
그리스도까지,낱말,
그리스도께서,낱말,
그리스도들과,낱말,
그리스도시요,낱말,
그리스도인지,낱말,
기록되었으되,낱말,
기록하였으되,낱말,
깃들이느니라,낱말,
내려올지어다,낱말,
내려주심이라,낱말,
내버리느니라,낱말,
너희일까보냐,낱말,
넘어지는지라,낱말,
놀라워하더라,낱말,
높아지겠느냐,낱말,
대우하였도다,낱말,
대접하였으며,낱말,
대제사장들과,낱말,
대제사장들이,낱말,
던져지느니라,낱말,
데나리온씩을,낱말,
도망할지어다,낱말,
동방으로부터,낱말,
두려워하더니,낱말,
두려워함이라,낱말,
두었었나이다,낱말,
들어가는지라,낱말,
들여보내려고,낱말,
따라오려거든,낱말,
마리아에게서,낱말,
마음으로부터,낱말,
말씀하시기를,낱말,
말하였느니라,낱말,
맹세함이니라,낱말,
명하였나이까,낱말,
못하겠사오니,낱말,
못하였나이까,낱말,
못하였느니라,낱말,
무서워하느냐,낱말,
무서워하더니,낱말,
무화과나무가,낱말,
무화과나무를,낱말,
무화과나무의,낱말,
물러가셨다가,낱말,
미워하겠으며,낱말,
미혹하겠으며,낱말,
바래새인들은,낱말,
바리새인들과,낱말,
바리새인들은,낱말,
바리새인들이,낱말,
바리새인보다,낱말,
바리새인이여,낱말,
바알세불이라,낱말,
발등상임이요,낱말,
버리셨나이까,낱말,
베들레헴에서,낱말,
베들레헴으로,낱말,
보전되느니라,낱말,
부족하니이까,낱말,
뻔하였느니라,낱말,
사두개인들로,낱말,
사두개인들의,낱말,
사두개인들이,낱말,
사마리아인의,낱말,
생각하느니라,낱말,
생각하는도다,낱말,
서기관들에게,낱말,
석청이었더라,낱말,
성령이시니라,낱말,
소리지르거늘,낱말,
손가락으로도,낱말,
수리되었거늘,낱말,
시장하신지라,낱말,
아니되었나니,낱말,
아니하나이까,낱말,
아니하나이다,낱말,
아니하느니라,낱말,
아니하니이까,낱말,
아니하더이까,낱말,
아니하려거든,낱말,
아니하리이다,낱말,
아니하셨으니,낱말,
아니하시니라,낱말,
아니하시더라,낱말,
아니하시리라,낱말,
아니하였거늘,낱말,
아니하였노라,낱말,
아니하였느냐,낱말,
아니하였도다,낱말,
아니하였으되,낱말,
아니함일러라,낱말,
아들이니이다,낱말,
아들이었도다,낱말,
아무에게서도,낱말,
아버지께서도,낱말,
아버지시니라,낱말,
아버지에게나,낱말,
아브라함부터,낱말,
아이들에게는,낱말,
애굽으로부터,낱말,
어머니에게로,낱말,
어머니이니라,낱말,
없어질지언정,낱말,
없음이니이다,낱말,
역사하는도다,낱말,
영접하였으며,낱말,
예루살렘으로,낱말,
예비하셨든지,낱말,
예언하였도다,낱말,
오해하였도다,낱말,
올라가시니라,낱말,
옳소이다마는,낱말,
옷자락에라도,낱말,
완악하여져서,낱말,
왔음이거니와,낱말,
원하시나이까,낱말,
위함이었더냐,낱말,
의심하였느냐,낱말,
이것이야말로,낱말,
이루어졌나니,낱말,
이루어지이다,낱말,
이방인들에게,낱말,
일어나는지라,낱말,
임마누엘이라,낱말,
임하였느니라,낱말,
있사오리이까,낱말,
있사옵나이다,낱말,
자손이니이다,낱말,
장가들었다가,낱말,
장로들에게서,낱말,
전도하시려고,낱말,
제십일시에도,낱말,
제육시로부터,낱말,
좋아하느니라,낱말,
주님이시거든,낱말,
주무시는지라,낱말,
준비되었으나,낱말,
준비하였더라,낱말,
중언부언하지,낱말,
중풍병자들을,낱말,
중풍병자에게,낱말,
증명함이로다,낱말,
지나가시다가,낱말,
지키었사온대,낱말,
짊어지셨도다,낱말,
찬송하리로다,낱말,
참여할지어다,낱말,
채찍질하리라,낱말,
추수꾼들에게,낱말,
충성하였으매,낱말,
침묵하시거늘,낱말,
평안할지어다,낱말,
포도나무에서,낱말,
피곤함일러라,낱말,
하나님이로라,낱말,
하늘로부터냐,낱말,
하늘로부터라,낱말,
행하였더라면,낱말,
허락되었으나,낱말,
허락하는지라,낱말,
허락하옵소서,낱말,
,,
,,
,,
이새는 다윗 왕을 낳으니라,문장,하
그의 남편 요셉은 의로운 사람이라,문장,하
칭하리라 하심을 이루려 함이러라,문장,하
이미 도끼가 나무 뿌리에 놓였으니,문장,하
예수께서 세례를 받으시고,문장,하
이 돌들로 떡덩이가 되게 하라,문장,하
다만 그를 섬기라 하였느니라,문장,하
이는 선지자 이사야를 통하여,문장,하
예수께서 무리를 보시고,문장,하
입을 열어 가르쳐 이르시되,문장,하
일컬음을 받을 것임이요,문장,하
너희는 세상의 소금이니,문장,하
하였다는 것을 너희가 들었으나,문장,하
그 후에 와서 예물을 드리라,문장,하
네 구제함을 은밀하게 하라,문장,하
그러므로 너희는 이렇게 기도하라,문장,하
눈이 나쁘면 온 몸이 어두울 것이니,문장,하
이는 다 이방인들이 구하는 것이라,문장,하
그러므로 내일 일을 위하여,문장,하
그리하면 너희에게 열릴 것이니,문장,하
이것이 율법이요 선지자니라,문장,하
그 때에 내가 저희에게 밝히 말하되,문장,하
한 나병환자가 나아와 절하며,문장,하
이르시되 내가 가서 고쳐 주리라,문장,하
그러면 내 하인이 낫겠사옵나이다,문장,하
병든 자들을 다 고치시니,문장,하
건너편으로 가기를 명하시니라,문장,하
너는 나를 따르라 하시니라,문장,하
배에 오르시매 제자들이 따랐더니,문장,하
귀신들이 예수께 간구하여,문장,하
예수께서 그 생각을 아시고,문장,하
네 죄 사함을 받았느니라,문장,하
그가 일어나 집으로 돌아가거늘,문장,하
무리가 보고 두려워하며,문장,하
잔다 하시니 그들이 비웃더라,문장,하
그 소문이 그 온 땅에 퍼지더라,문장,하
주여 그러하오이다 하니,문장,하
귀신을 쫓아낸다 하더라,문장,하
말하는 이는 너희가 아니라,문장,하
사람의 원수가 자기 집안 식구리라,문장,하
자기 목숨을 잃는 자는 얻으리라,문장,하
그러면 너희가 어찌하여,문장,하
만일 너희가 즐겨 받을진대 오리라,문장,하
한 엘리야가 곧 이 사람이니라,문장,하
귀 있는 자는 들을지어다,문장,하
이르되 우리가 너희를 향하여,문장,하
바리새인들이 보고 예수께 말하되,문장,하
그는 다투지도 아니하며,문장,하
상한 갈대를 꺾지 아니하며,문장,하
예수께서 그들의 생각을 아시고,문장,하
그 열매로 나무를 아느니라,문장,하
이 악한 세대가 또한 이렇게 되리라,문장,하
한사람이 예수께 여짜오되 보소서,문장,하
말하던 사람에게 대답하여,문장,하
온 무리는 해변에 서 있더니,문장,하
귀 있는 자는 들으라 하시니라,문장,하
그들에게 비유로 말씀하시나이까,문장,하
그런즉 씨 뿌리는 비유를 들으라,문장,하
집 주인의 종들이 와서 말하되,문장,하
극히 값진 진주 하나를 발견하매,문장,하
세상 끝에도 이러하리라,문장,하
이는 요한이 헤롯에게 말하되,문장,하
헤롯이 요한을 죽이려 하되,문장,하
예수께서 나오사 큰 무리를 보시고,문장,하
예수께서 즉시 제자들을 재촉하사,문장,하
저물매 거기 혼자 계시더니,문장,하
하며 무서워하여 소리지르거늘,문장,하
물 위로 오라 하소서 하니,문장,하
배에 있는 사람들이 예수께 절하며,문장,하
모든 병든 자를 예수께 데리고 와서,문장,하
당신의 제자들이 어찌하여,문장,하
그 부모를 공경할 것이 없다 하여,문장,하
잘 예언하였도다 일렀으되,문장,하
말 못하는 사람이 말하고,문장,하
예수께서 무리를 흩어 보내시고,문장,하
하시고 그들을 떠나 가시니라,문장,하
제자들이 서로 의논하여,문장,하
떡 일곱 개로 사천 명을 먹이고,문장,하
시몬 베드로가 대답하여,문장,하
이에 제자들에게 경고하사,문장,하
제 목숨을 잃으면 찾으리라,문장,하
따로 높은 산에 올라 가셨더니,문장,하
쫓아내지 못하였나이까,문장,하
하시니 제자들이 매우 근심하더라,문장,하
베드로가 이르되 타인에게니이다,문장,하
주리이까 일곱 번까지 하오리이까,문장,하
갚을 것이 없는지라 주인이 명하여,문장,하
그 동료가 엎드려 간구하여,문장,하
이에 주인이 그를 불러다가 말하되,문장,하
예수께서 이 말씀을 마치시고,문장,하
그런즉 이제 둘이 아니요 한 몸이니,문장,하
여짜오되 그러면 어찌하여,문장,하
오직 타고난 자라야 할지니라,문장,하
그리고 와서 나를 따르라 하시니,문장,하
예수께서 그들을 보시며,문장,하
먼저 온 자까지 삯을 주라 하니,문장,하
받은 후 집 주인을 원망하여 이르되,문장,하
무리가 꾸짖어 잠잠하라 하되,문장,하
예수께서 머물러 서서 그들을 불러,문장,하
이르시되 너희에게 무엇을 하여,문장,하
그리하면 즉시 보내리라 하시니,문장,하
이르되 이는 누구냐 하거늘,문장,하
함을 읽어 본 일이 없느냐,문장,하
천국은 마치 자기 아들을 위하여,문장,하
이르되 친구여 어찌하여,문장,하
임금이 사환들에게 말하되,문장,하
예수께서 그들의 악함을 아시고,문장,하
이르되 가이사의 것이니이다,문장,하
상속자를 세울지니라 하였나이다,문장,하
최후에 그 여자도 죽었나이다,문장,하
그런즉 그들이 다 그를 취하였으니,문장,하
이것이 크고 첫째 되는 계명이요,문장,하
너희는 그리스도에 대하여,문장,하
그리하면 겉도 깨끗하리라,문장,하
너희가 너희 조상의 분량을 채우라,문장,하
많은 사람을 미혹하리라,문장,하
이 모든 것은 재난의 시작이니라,문장,하
이는 그 때에 큰 환난이 있겠음이라,문장,하
그 때에 사람이 너희에게 말하되,문장,하
그러면 사람들이 너희에게 말하되,문장,하
장가 들고 시집 가고 있으면서,문장,하
인자의 임함도 이와 같으리라,문장,하
한 사람은 버려둠을 당할 것이요,문장,하
한 사람은 버려둠을 당할 것이니라,문장,하
이러므로 너희도 준비하고,문장,하
신랑이 더디 오므로 다 졸며 잘새,문장,하
슬기 있는 자들이 대답하여,문장,하
또 다섯 달란트를 남기고,문장,하
내가 또 다섯 달란트를 남겼나이다,문장,하
내가 또 두 달란트를 남겼나이다,문장,하
보소서 당신의 것을 가지셨나이다,문장,하
그 주인이 대답하여 이르되 악하고,문장,하
예비된 나라를 상속받으라,문장,하
이에 의인들이 대답하여,문장,하
예비된 영영한 불에 들어가라,문장,하
제자들이 보고 분개하여,문장,하
그를 기억하리라 하시니라,문장,하
예수를 파는 유다가 대답하여,문장,하
이르시되 너희가 다 이것을 마시라,문장,하
흘리는 바 나의 피 곧 언약의 피니라,문장,하
시험에 들지 않게 깨어 기도하라,문장,하
다시 두 번째 나아가 기도하여,문장,하
인자가 죄인의 손에 팔리느니라,문장,하
너는 내가 내 아버지께 구하여,문장,하
너희 생각은 어떠하냐 대답하여,문장,하
너를 친 자가 누구냐 하더라,문장,하
베드로가 맹세하고 또 부인하여,문장,하
네 말소리가 너를 표명(表明)한다 하거늘,문장,하
그가 저주하며 맹세하여,문장,하
성전고에 넣어 둠이 옳지 않다 하고,문장,하
이에 선지자 예레미야를 통하여,문장,하
토기장이의 밭 값으로 주었으니,문장,하
아무 대답도 아니하시는지라,문장,하
나는 무죄하니 너희가 당하라,문장,하
십자가에 못 박히게 넘겨 주니라,문장,하
그의 옷을 벗기고 홍포를 입히며,문장,하
마시고자 하지 아니하시더라,문장,하
십자가에서 내려오라 하며,문장,하
나를 버리셨나이까 하는 뜻이라,문장,하
그 이튿날은 준비일 다음 날이라,문장,하
가서 힘대로 굳게 지키라 하거늘,문장,하
지키던 자들이 그를 무서워하여,문장,하
떨며 죽은 사람과 같이 되었더라,문장,하
천사가 여자들에게 말하여,문장,하
와서 그가 누우셨던 곳을 보라,문장,하
거기서 나를 보리라 하시니라,문장,하
군인들에게 돈을 많이 주며,문장,하
너희로 근심하지 않게 하리라 하니,문장,하
예수께서 나아와 말씀하여,문장,하
아브라함과 다윗의 자손 예수 그리스도의 계보라,문장,중
다윗은 우리야의 아내에게서 솔로몬을 낳고,문장,중
야곱은 마리아의 남편 요셉을 낳았으니,문장,중
동거하기 전에 성령으로 잉태된 것이 나타났더니,문장,중
그를 드러내지 아니하고 가만히 끊고자 하여,문장,중
이 일을 생각할 때에 주의 사자가 현몽하여,문장,중
아들을 낳으리니 이름을 예수라 하라,문장,중
헤롯 왕과 온 예루살렘이 듣고 소동한지라,문장,중
베들레헴으로 보내며 이르되 가서 아기에 대하여,문장,중
가다가 아기 있는 곳 위에 머물러 서 있는지라,문장,중
그들이 별을 보고 매우 크게 기뻐하고 기뻐하더라,문장,중
그들이 떠난 후에 주의 사자가 요셉에게 현몽하여,문장,중
이에 헤롯이 박사들에게 속은 줄 알고 심히 노하여,문장,중
이에 선지자 예레미야를 통하여 말씀하신 바,문장,중
회개하라 천국이 가까이 왔느니라 하였으니,문장,중
그의 오실 길을 곧게 하라 하였느니라,문장,중
그러므로 회개에 합당한 열매를 맺고,문장,중
그는 성령과 불로 너희에게 세례를 베푸실 것이요,문장,중
손에 키를 들고 자기의 타작 마당을 정하게 하사,문장,중
사십 일을 밤낮으로 금식하신 후에 주리신지라,문장,중
하신 말씀을 이루려 하심이라 일렀으되,문장,중
이 때부터 예수께서 비로소 전파하여,문장,중
그들이 곧 그물을 버려 두고 예수를 따르니라,문장,중
산에 올라가 앉으시니 제자들이 나아온지라,문장,중
나로 말미암아 너희를 욕하고 박해하고,문장,중
산 위에 있는 동네가 숨겨지지 못할 것이요,문장,중
사람이 등불을 켜서 말 아래에 두지 아니하고,문장,중
이같이 너희 빛이 사람 앞에 비치게 하여,문장,중
가르치는 자는 천국에서 크다 일컬음을 받으리라,문장,중
예물을 제단 앞에 두고 먼저 가서 형제와 화목하고,문장,중
또 간음하지 말라 하였다는 것을 너희가 들었으나,문장,중
"오직 너희 말은 옳다 옳다, 아니라 아니라 하라",문장,중
이에서 지나는 것은 악으로부터 나느니라,문장,중
또 네 이웃을 사랑하고 네 원수를 미워하라,문장,중
나는 너희에게 이르노니 너희 원수를 사랑하며,문장,중
너희를 핍박하는 자를 위하여 기도하라,문장,중
비를 의로운 자와 불의한 자에게 내려주심이라,문장,중
은밀한 중에 보시는 너의 아버지께서 갚으시리라,문장,중
은밀한 중에 보시는 네 아버지께서 갚으시리라,문장,중
오늘 우리에게 일용할 양식을 주시옵고,문장,중
우리가 우리에게 죄 지은 자를 사하여,문장,중
준 것 같이 우리 죄를 사하여 주시옵고,문장,중
도둑이 구멍을 뚫고 도둑질하느니라,문장,중
네 보물 있는 그 곳에는 네 마음도 있느니라,문장,중
그러므로 네 눈이 성하면 온 몸이 밝을 것이요,문장,중
보라 수고도 아니하고 길쌈도 아니하느니라,문장,중
너희는 먼저 그의 나라와 그의 의를 구하라,문장,중
그리하면 이 모든 것을 너희에게 더하시리라,문장,중
비판을 받지 아니하려거든 비판하지 말라,문장,중
보라 네 눈 속에 들보가 있는데 어찌하여,문장,중
너희 중에 누가 아들이 떡을 달라 하는데 돌을 주며,문장,중
생선을 달라 하는데 뱀을 줄 사람이 있겠느냐,문장,중
생명으로 인도하는 문은 좁고 길이 협착하여,문장,중
이러므로 그들의 열매로 그들을 알리라,문장,중
예수께서 손을 내밀어 그에게 대시며,문장,중
병을 짊어지셨도다 함을 이루려 하심이더라,문장,중
예수께서 무리가 자기를 에워싸는 것을 보시고,문장,중
한 서기관이 나아와 예수께 말씀하되,문장,중
선생님이여 어디로 가시든지 저는 따르리이다,문장,중
마침 멀리서 많은 돼지 떼가 먹고 있는지라,문장,중
예수께서 배에 오르사 건너가 본 동네에 이르시니,문장,중
이르시되 나를 따르라 하시니 일어나 따르니라,문장,중
너희 선생은 세리와 죄인들과 함께 잡수시느냐,문장,중
당신의 제자들은 금식하지 아니하나이까,문장,중
예수께서 일어나 따라가시매 제자들도 가더니,문장,중
이르시되 물러가라 이 소녀가 죽은 것이 아니라,문장,중
이에 예수께서 그들의 눈을 만지시며,문장,중
이르시되 너희 믿음대로 되라 하시니,문장,중
바리새인들은 이르되 그가 귀신의 왕을 의지하여,문장,중
그러므로 추수하는 주인에게 청하여,문장,중
추수할 일꾼들을 보내어 주소서 하라 하시니라,문장,중
가나안인 시몬 및 가룟 유다 곧 예수를 판 자라,문장,중
예수께서 이 열 둘을 내보내시며 명하여,문장,중
오히려 이스라엘 집의 잃어버린 양에게로 가라,문장,중
가면서 전파하여 말하되 천국이 가까이 왔다 하고,문장,중
너희 전대에 금이나 은이나 동을 가지지 말고,문장,중
또 그 집에 들어가면서 평안하기를 빌라,문장,중
누구든지 너희를 영접하지도 아니하고,문장,중
이 동네에서 너희를 박해하거든 저 동네로 피하라,문장,중
제자가 그 선생 같고 종이 그 상전 같으면 족하도다,문장,중
너희가 귓속말로 듣는 것을 집 위에서 전파하라,문장,중
너희에게는 머리털까지 다 세신 바 되었나니,문장,중
두려워하지 말라 너희는 많은 참새보다 귀하니라,문장,중
자기 목숨을 얻는 자는 잃을 것이요 나를 위하여,문장,중
예수께서 열두 제자에게 명하기를 마치시고,문장,중
저희가 떠나매 예수께서 무리에게 요한에 대하여,문장,중
하신 것이 이 사람에 대한 말씀이니라,문장,중
모든 선지자와 율법이 예언한 것은 요한까지니,문장,중
요한이 와서 먹지도 않고 마시지도 아니하매,문장,중
그들이 말하기를 귀신이 들렸다 하더니,문장,중
어린 아이들에게는 나타내심을 감사하나이다,문장,중
옳소이다 이렇게 된 것이 아버지의 뜻이니이다,문장,중
내 아버지께서 모든 것을 내게 주셨으니,문장,중
이는 내 멍에는 쉽고 내 짐은 가벼움이라 하시니라,문장,중
나는 자비를 원하고 제사를 원하지 아니하노라,문장,중
인자는 안식일의 주인이니라 하시니라,문장,중
거기에서 떠나 그들의 회당에 들어가시니,문장,중
물어 이르되 안식일에 병 고치는 것이 옳으니이까,문장,중
자기를 나타내지 말라 경고하셨으니,문장,중
이는 선지자 이사야를 통하여 말씀하신 바,문장,중
그리하고야 어떻게 그의 나라가 서겠느냐,문장,중
그 때에 서기관과 바리새인 중 몇 사람이 말하되,문장,중
예수께서 대답하여 이르시되 악하고,문장,중
이에 이르되 내가 나온 내 집으로 돌아가리라,문장,중
하고 와 보니 그 집이 비고 청소되고 수리되었거늘,문장,중
이르시되 누가 내 어머니며 내 동생들이냐 하시고,문장,중
그 날 예수께서 집에서 나가사 바닷가에 앉으시매,문장,중
예수께서 비유로 여러가지를 그들에게 말씀하여,문장,중
이르시되 씨를 뿌리는 자가 뿌리러 나가서,문장,중
해가 돋은 후에 타서 뿌리가 없으므로 말랐고,문장,중
제자들이 예수께 나아와 이르되 어찌하여,문장,중
들어도 듣지 못하며 깨닫지 못함이니라,문장,중
이사야의 예언이 그들에게 이루었으니,문장,중
싹이 나고 결실할 때에 가라지도 보이거늘,문장,중
그러면 우리가 가서 이것을 뽑기를 원하시나이까,문장,중
비유가 아니면 아무 것도 말씀하지 아니하셨으니,문장,중
대답하여 이르시되 좋은 씨를 뿌리는 이는 인자요,문장,중
돌아가서 자기의 소유를 다 팔아 그 밭을 사느니라,문장,중
또 천국은 마치 좋은 진주를 구하는 장사와 같으니,문장,중
가서 자기의 소유를 다 팔아 그 진주를 사느니라,문장,중
천사들이 와서 의인 중에서 악인을 갈라 내어,문장,중
풀무 불에 던져 넣으리니 거기서 울며 이를 갈리라,문장,중
그 때에 분봉 왕 헤롯이 예수의 소문을 듣고,문장,중
사람을 보내어 옥에서 요한의 목을 베어,문장,중
요한의 제자들이 와서 시체를 가져다가 장사하고,문장,중
불쌍히 여기사 그 중에 있는 병자를 고쳐 주시니라,문장,중
이르시되 그것을 내게 가져오라 하시고,문장,중
예수께서 즉시 손을 내밀어 그를 붙잡으시며,문장,중
배에 함께 오르매 바람이 그치는지라,문장,중
이르되 진실로 하나님의 아들이로소이다 하더라,문장,중
그들이 건너가 게네사렛 땅에 이르니,문장,중
대답하여 이르시되 너희는 어찌하여,문장,중
너희의 전통으로 하나님의 계명을 범하느냐,문장,중
하나님이 이르셨으되 네 부모를 공경하라 하시고,문장,중
너희의 전통으로 하나님의 말씀을 폐하는도다,문장,중
외식하는 자들아 이사야가 너희에 관하여,문장,중
무리를 불러 이르시되 듣고 깨달으라,문장,중
내 딸이 흉악하게 귀신 들렸나이다 하되,문장,중
대답하여 이르시되 자녀의 떡을 취하여,문장,중
개들에게 던짐이 마땅하지 아니하니라,문장,중
예수께서 무리에게 명하사 땅에 앉게 하시고,문장,중
떡 일곱 개와 그 생선을 가지사 축사하시고,문장,중
떼어 제자들에게 주시니 제자들이 무리에게 주매,문장,중
먹은 자는 여자와 어린이 외에 사천 명이었더라,문장,중
배에 오르사 마가단 지경으로 가시니라,문장,중
바리새인과 사두개인들이 와서 예수를 시험하여,문장,중
하늘로부터 오는 표적 보이기를 청하니,문장,중
